

 F
+----------------+-----+----------+-----+-----+-----+-----+----+-----+-----+
|     Phrase     |  F  | Othermax |  A  |  I  |  LR |  R  | SO |  SP |  SS |
|    reserved    |  6  |    1     |  0  |  1  |  0  |  0  | 0  |  1  |  0  |
|   Petitioner   |  6  |    3     |  0  |  0  |  0  |  0  | 0  |  0  |  3  |
|     Ltd.,      |  6  |    2     |  0  |  0  |  1  |  1  | 0  |  0  |  2  |
|    Entrance    |  6  |    0     |  0  |  0  |  0  |  0  | 0  |  0  |  0  |
|    Agarwal     |  6  |    1     |  1  |  0  |  0  |  0  | 0  |  1  |  0  |
|  postgraduate  |  6  |    5     |  4  |  0  |  0  |  0  | 0  |  5  |  0  |
|    therein     |  12 |    4     |  4  |  1  |  1  |  2  | 0  |  1  |  1  |
|     Nadar      |  11 |    6     |  0  |  0  |  4  |  0  | 0  |  6  |  0  |
|     firms      |  8  |    12    |  0  |  0  |  12 |  0  | 0  |  0  |  0  |
|    Taxation    |  6  |    3     |  3  |  0  |  0  |  0  | 0  |  1  |  0  |
|     leave      |  6  |    6     |  0  |  6  |  2  |  2  | 1  |  0  |  0  |
|    Petition    |  11 |    3     |  3  |  0  |  2  |  2  | 0  |  0  |  3  |
|      read      |  10 |    21    |  14 |  3  |  8  |  7  | 0  |  11 |  21 |
|   statement    |  8  |    11    |  2  |  0  |  5  |  11 | 0  |  3  |  1  |
|      it.       |  9  |    9     |  5  |  2  |  5  |  5  | 0  |  9  |  1  |
|      put       |  30 |    24    |  24 |  2  |  10 |  10 | 1  |  7  |  16 |
|     force      |  10 |    11    |  8  |  2  |  4  |  10 | 3  |  3  |  11 |
|   procedure    |  6  |    5     |  5  |  0  |  0  |  1  | 0  |  3  |  4  |
|      way       |  14 |    13    |  10 |  1  |  4  |  5  | 1  |  11 |  13 |
|      1977      |  6  |    5     |  0  |  1  |  1  |  5  | 0  |  1  |  0  |
|     herein     |  33 |    8     |  8  |  6  |  5  |  4  | 1  |  6  |  6  |
|      1978      |  6  |    0     |  0  |  0  |  0  |  0  | 0  |  0  |  0  |
|       21       |  12 |    16    |  16 |  3  |  13 |  6  | 6  |  5  |  3  |
|   contended    |  6  |    11    |  11 |  2  |  1  |  2  | 1  |  1  |  1  |
|       10       |  29 |    20    |  20 |  5  |  9  |  8  | 7  |  13 |  16 |
|    company     |  6  |    30    |  12 |  0  |  4  |  2  | 7  |  30 |  28 |
|    transfer    |  17 |    8     |  4  |  0  |  4  |  4  | 0  |  8  |  2  |
|     gains      |  47 |    26    |  7  |  3  |  10 |  26 | 1  |  4  |  17 |
|      and,      |  6  |    7     |  4  |  7  |  5  |  3  | 2  |  4  |  1  |
|      paid      |  6  |    11    |  11 |  1  |  3  |  4  | 0  |  1  |  5  |
|   proprietor   |  6  |    13    |  0  |  0  |  0  |  2  | 0  |  0  |  13 |
|    November    |  8  |    1     |  0  |  0  |  0  |  1  | 0  |  0  |  0  |
|   appointed    |  6  |    2     |  1  |  0  |  0  |  1  | 0  |  2  |  0  |
|      loss      |  8  |    10    |  10 |  0  |  9  |  5  | 1  |  0  |  4  |
|    certain     |  9  |    13    |  8  |  0  |  5  |  2  | 4  |  13 |  7  |
|    material    |  10 |    26    |  26 |  2  |  2  |  9  | 2  |  11 |  9  |
|    records     |  6  |    2     |  0  |  0  |  0  |  2  | 0  |  0  |  0  |
|      view      |  10 |    25    |  17 |  3  |  16 |  25 | 2  |  14 |  2  |
|     record     |  17 |    11    |  11 |  3  |  8  |  10 | 0  |  0  |  3  |
|      30,       |  7  |    2     |  1  |  0  |  0  |  2  | 0  |  0  |  0  |
|      even      |  20 |    28    |  28 |  1  |  10 |  10 | 9  |  10 |  6  |
|       2.       |  21 |    8     |  6  |  0  |  5  |  6  | 1  |  5  |  8  |
|    portion     |  13 |    4     |  4  |  0  |  3  |  4  | 0  |  2  |  1  |
|   selection    |  6  |    11    |  11 |  0  |  0  |  2  | 0  |  7  |  0  |
|     since      |  6  |    8     |  8  |  2  |  4  |  4  | 0  |  2  |  2  |
|     cases      |  6  |    7     |  6  |  1  |  4  |  7  | 0  |  5  |  7  |
|       15       |  24 |    25    |  15 |  3  |  5  |  3  | 25 |  9  |  5  |
|   petitions    |  6  |    3     |  1  |  0  |  0  |  3  | 0  |  1  |  0  |
|     orders     |  6  |    6     |  6  |  1  |  1  |  6  | 0  |  1  |  3  |
|     ground     |  10 |    12    |  10 |  2  |  12 |  8  | 1  |  6  |  2  |
|   particular   |  11 |    7     |  7  |  2  |  0  |  6  | 0  |  5  |  5  |
|      post      |  12 |    11    |  11 |  0  |  2  |  5  | 0  |  8  |  4  |
|     nature     |  6  |    9     |  9  |  3  |  2  |  9  | 3  |  9  |  0  |
| representation |  9  |    12    |  3  |  0  |  0  |  12 | 2  |  3  |  0  |
|   assessment   |  6  |    6     |  2  |  0  |  0  |  1  | 2  |  3  |  6  |
|     select     |  14 |    14    |  14 |  0  |  0  |  5  | 0  |  7  |  0  |
|     Govt.      |  6  |    1     |  1  |  0  |  0  |  0  | 0  |  1  |  0  |
|      spot      |  6  |    2     |  1  |  0  |  2  |  0  | 0  |  0  |  0  |
|     truck      |  12 |    6     |  6  |  0  |  3  |  2  | 0  |  2  |  0  |
|     Goyal      |  6  |    0     |  0  |  0  |  0  |  0  | 0  |  0  |  0  |
|       6.       |  17 |    13    |  13 |  0  |  1  |  1  | 1  |  2  |  4  |
|   assessees    |  7  |    5     |  5  |  0  |  0  |  0  | 0  |  0  |  1  |
|    Srinagar    |  6  |    4     |  4  |  1  |  0  |  1  | 0  |  0  |  0  |
|    socially    |  6  |    1     |  0  |  0  |  0  |  0  | 0  |  1  |  0  |
|  examination.  |  6  |    7     |  7  |  0  |  0  |  0  | 0  |  0  |  0  |
|     ended      |  22 |    21    |  21 |  7  |  3  |  19 | 2  |  7  |  14 |
|      Ltd.      |  11 |    8     |  2  |  0  |  1  |  3  | 1  |  8  |  2  |
|      1990      |  10 |    10    |  10 |  0  |  0  |  1  | 0  |  5  |  0  |
|    finding     |  7  |    14    |  7  |  3  |  4  |  8  | 5  |  14 |  0  |
|       5        | 184 |    99    |  89 |  16 |  48 |  37 | 48 |  99 |  35 |
|     Works      |  10 |    9     |  0  |  0  |  9  |  0  | 0  |  0  |  5  |
|     match      |  7  |    10    |  0  |  0  |  10 |  0  | 0  |  3  |  4  |
|    Revenue     |  6  |    7     |  7  |  0  |  5  |  1  | 1  |  6  |  3  |
|      1968      |  11 |    2     |  0  |  1  |  2  |  0  | 0  |  0  |  0  |
|      Exh.      |  8  |    4     |  0  |  1  |  4  |  4  | 0  |  0  |  0  |
|    admitted    |  6  |    2     |  1  |  1  |  1  |  0  | 0  |  2  |  0  |
|    request     |  10 |    1     |  0  |  0  |  0  |  1  | 0  |  0  |  0  |
|       7        | 185 |    80    |  60 |  14 |  39 |  57 | 30 |  80 |  31 |
|     person     |  13 |    21    |  21 |  3  |  3  |  8  | 1  |  7  |  20 |
|   Commission   |  21 |    37    |  14 |  4  |  8  |  3  | 6  |  37 |  7  |
|      open      |  9  |    6     |  4  |  0  |  5  |  6  | 2  |  6  |  1  |
|    property    |  9  |    18    |  3  |  0  |  5  |  18 | 2  |  2  |  9  |
|   plaintiffs   |  9  |    4     |  1  |  0  |  4  |  2  | 0  |  2  |  0  |
|     inter      |  36 |    27    |  21 |  4  |  10 |  15 | 2  |  27 |  21 |
|    concern     |  13 |    20    |  13 |  4  |  13 |  17 | 1  |  4  |  20 |
|      hold      |  21 |    38    |  29 |  1  |  6  |  26 | 3  |  32 |  38 |
|    officer     |  6  |    22    |  2  |  0  |  1  |  22 | 0  |  1  |  9  |
|    tenures     |  6  |    16    |  0  |  0  |  0  |  0  | 0  |  0  |  16 |
|       3,       |  21 |    7     |  3  |  2  |  5  |  2  | 0  |  2  |  7  |
|     gross      |  6  |    28    |  28 |  1  |  6  |  5  | 0  |  1  |  17 |
|     final      |  6  |    12    |  12 |  3  |  4  |  12 | 1  |  0  |  8  |
|      area      |  12 |    8     |  2  |  1  |  0  |  0  | 2  |  8  |  0  |
|     later      |  6  |    3     |  1  |  0  |  2  |  3  | 0  |  0  |  0  |
|     Bench      |  6  |    13    |  8  |  3  |  13 |  6  | 0  |  7  |  0  |
|     clear      |  7  |    21    |  21 |  2  |  1  |  10 | 0  |  6  |  3  |
|    pointed     |  10 |    6     |  4  |  0  |  1  |  3  | 0  |  6  |  0  |
|     Tauzi      |  7  |    4     |  0  |  0  |  4  |  3  | 0  |  0  |  0  |
|      met       |  7  |    4     |  0  |  0  |  3  |  4  | 3  |  0  |  0  |
|      Raja      |  7  |    3     |  1  |  0  |  0  |  0  | 0  |  3  |  0  |
|     reason     |  9  |    16    |  16 |  2  |  5  |  11 | 6  |  10 |  1  |
|     credit     |  6  |    21    |  21 |  0  |  3  |  1  | 0  |  1  |  14 |
|      1976      |  10 |    2     |  1  |  2  |  0  |  2  | 0  |  1  |  0  |
|      22,       |  6  |    3     |  1  |  1  |  0  |  1  | 0  |  3  |  0  |
|   According    |  6  |    7     |  7  |  0  |  5  |  5  | 0  |  3  |  0  |
|      real      |  12 |    6     |  4  |  1  |  4  |  3  | 2  |  6  |  3  |
|      sell      |  8  |    5     |  3  |  0  |  5  |  2  | 0  |  0  |  3  |
|    services    |  7  |    13    |  13 |  0  |  0  |  0  | 0  |  5  |  10 |
|      form      |  25 |    18    |  16 |  1  |  7  |  14 | 3  |  11 |  18 |
|       16       |  9  |    8     |  6  |  1  |  8  |  2  | 6  |  7  |  2  |
|     degree     |  7  |    8     |  2  |  0  |  0  |  0  | 0  |  8  |  0  |
|    College     |  9  |    6     |  6  |  1  |  0  |  1  | 0  |  4  |  0  |
|    criteria    |  6  |    10    |  10 |  1  |  0  |  0  | 0  |  5  |  0  |
|   condition    |  7  |    12    |  12 |  0  |  1  |  4  | 0  |  5  |  4  |
|  jurisdiction  |  7  |    4     |  3  |  0  |  1  |  1  | 0  |  4  |  2  |
|      bid       |  6  |    5     |  5  |  0  |  1  |  1  | 2  |  3  |  4  |
|       5,       |  22 |    22    |  6  |  0  |  5  |  4  | 22 |  2  |  3  |
|      1973      |  10 |    4     |  0  |  0  |  0  |  0  | 0  |  4  |  0  |
|      1969      |  8  |    3     |  0  |  2  |  3  |  0  | 0  |  1  |  0  |
|      hand      |  12 |    20    |  7  |  3  |  3  |  12 | 2  |  20 |  5  |
|    produce     |  6  |    3     |  2  |  0  |  3  |  2  | 1  |  1  |  3  |
|      1962      |  10 |    3     |  3  |  0  |  1  |  2  | 0  |  3  |  3  |
|     money      |  6  |    9     |  2  |  1  |  2  |  8  | 0  |  3  |  9  |
|       4,       |  20 |    7     |  7  |  0  |  5  |  4  | 3  |  1  |  6  |
|      main      |  17 |    14    |  14 |  2  |  4  |  10 | 1  |  2  |  4  |
|       80       |  27 |    14    |  1  |  3  |  2  |  6  | 1  |  14 |  1  |
|     favour     |  6  |    6     |  1  |  0  |  6  |  2  | 0  |  6  |  1  |
|      ing       | 371 |   291    | 291 |  53 | 190 | 278 | 45 | 240 | 227 |
|      1961      |  9  |    4     |  0  |  2  |  1  |  1  | 0  |  4  |  0  |
|      17,       |  6  |    10    |  4  |  0  |  1  |  1  | 10 |  0  |  1  |
|       31       |  6  |    8     |  4  |  1  |  3  |  4  | 1  |  4  |  8  |
|     charge     |  10 |    37    |  37 |  3  |  1  |  6  | 1  |  4  |  23 |
|   cancelled    |  6  |    4     |  4  |  0  |  1  |  0  | 0  |  1  |  0  |
|       7,       |  29 |    11    |  11 |  0  |  5  |  6  | 10 |  0  |  7  |
|      bad       |  11 |    5     |  3  |  0  |  5  |  2  | 1  |  4  |  0  |
|      (b)       |  6  |    11    |  0  |  0  |  2  |  0  | 0  |  1  |  11 |
|    balance     |  9  |    9     |  9  |  0  |  4  |  2  | 0  |  2  |  1  |
|     Estate     |  8  |    4     |  0  |  4  |  0  |  0  | 0  |  0  |  1  |
|      end       | 100 |    95    |  53 |  19 |  59 |  95 | 6  |  28 |  53 |
|       30       |  28 |    6     |  6  |  2  |  4  |  4  | 2  |  6  |  6  |
|      work      |  14 |    7     |  0  |  0  |  3  |  7  | 0  |  4  |  5  |
|    prepare     |  6  |    4     |  0  |  2  |  3  |  4  | 0  |  0  |  1  |
|      long      |  17 |    6     |  6  |  0  |  1  |  3  | 0  |  4  |  4  |
|       6        | 196 |    95    |  76 |  17 |  45 |  25 | 21 |  95 |  35 |
|    mortgage    |  13 |    9     |  0  |  1  |  4  |  9  | 0  |  0  |  2  |
|   respective   |  7  |    4     |  0  |  0  |  4  |  4  | 1  |  3  |  3  |
|       11       |  26 |    10    |  6  |  6  |  10 |  3  | 3  |  9  |  5  |
|       47       |  7  |    4     |  4  |  2  |  1  |  4  | 3  |  0  |  0  |
|       35       |  8  |    3     |  3  |  0  |  2  |  1  | 3  |  3  |  3  |
|       S.       |  15 |    22    |  8  |  1  |  2  |  8  | 1  |  22 |  1  |
|     junior     |  7  |    3     |  2  |  0  |  0  |  3  | 0  |  0  |  0  |
|       75       |  11 |    5     |  1  |  0  |  0  |  0  | 0  |  5  |  0  |
|      less      |  7  |    13    |  11 |  0  |  5  |  6  | 2  |  13 |  7  |
|     power      |  6  |    21    |  21 |  5  |  6  |  12 | 1  |  9  |  12 |
|    partner     |  69 |    68    |  34 |  5  |  68 |  0  | 2  |  14 |  21 |
|      10.       |  8  |    6     |  6  |  2  |  0  |  1  | 0  |  2  |  5  |
|     stand      |  13 |    16    |  16 |  0  |  3  |  9  | 0  |  4  |  6  |
|     carry      |  6  |    11    |  5  |  1  |  1  |  2  | 4  |  11 |  2  |
|      used      |  11 |    12    |  12 |  4  |  9  |  5  | 7  |  6  |  5  |
|  educational   |  9  |    3     |  0  |  0  |  0  |  0  | 0  |  3  |  0  |
|      rise      |  10 |    9     |  9  |  6  |  5  |  7  | 3  |  6  |  8  |
|     secure     |  8  |    4     |  4  |  2  |  1  |  0  | 0  |  2  |  2  |
|   individual   |  7  |    7     |  3  |  0  |  7  |  0  | 0  |  6  |  6  |
|      1960      |  6  |    2     |  2  |  2  |  0  |  0  | 0  |  0  |  0  |
|      know      |  15 |    4     |  4  |  0  |  0  |  2  | 2  |  2  |  2  |
|   Regulation   |  6  |    6     |  6  |  0  |  0  |  0  | 0  |  0  |  1  |
|       1.       |  21 |    11    |  11 |  4  |  4  |  7  | 2  |  6  |  5  |
|      9th       |  6  |    1     |  0  |  0  |  1  |  0  | 0  |  0  |  1  |
|       13       |  15 |    9     |  7  |  6  |  9  |  5  | 4  |  5  |  6  |
|    Schedule    |  6  |    5     |  5  |  0  |  0  |  3  | 0  |  0  |  3  |
|       20       |  37 |    53    |  51 |  18 |  22 |  10 | 53 |  8  |  24 |
|       90       |  17 |    12    |  12 |  2  |  4  |  3  | 0  |  11 |  0  |
|     Judge      |  7  |    17    |  1  |  1  |  17 |  9  | 0  |  3  |  0  |
|       72       |  11 |    9     |  1  |  0  |  6  |  9  | 7  |  8  |  4  |
|      rule      |  12 |    18    |  16 |  1  |  4  |  13 | 6  |  6  |  18 |
|      (2)       |  8  |    21    |  9  |  3  |  3  |  8  | 2  |  4  |  21 |
|     title      |  8  |    8     |  8  |  2  |  6  |  7  | 4  |  8  |  8  |
|  institution   |  6  |    6     |  6  |  0  |  0  |  1  | 0  |  1  |  0  |
|     grant      |  13 |    17    |  17 |  12 |  11 |  9  | 0  |  4  |  9  |
|     relief     |  6  |    3     |  2  |  0  |  2  |  3  | 0  |  0  |  1  |
|       12       |  19 |    22    |  22 |  7  |  9  |  4  | 1  |  7  |  8  |
|       6,       |  13 |    4     |  1  |  1  |  2  |  3  | 4  |  3  |  4  |
|      see       |  37 |    34    |  32 |  8  |  34 |  16 | 11 |  23 |  9  |
|     arrear     |  8  |    3     |  0  |  0  |  3  |  3  | 0  |  0  |  1  |
|      able      |  54 |    73    |  73 |  16 |  18 |  39 | 6  |  25 |  50 |
|      meet      |  7  |    4     |  2  |  0  |  1  |  4  | 0  |  3  |  0  |
|      sent      |  34 |    23    |  15 |  4  |  20 |  23 | 3  |  13 |  9  |
|     owner      |  7  |    8     |  6  |  0  |  4  |  8  | 0  |  5  |  2  |
|     legal      |  7  |    10    |  7  |  0  |  10 |  4  | 3  |  3  |  2  |
|     trial      |  7  |    14    |  5  |  1  |  14 |  3  | 0  |  0  |  3  |
|     third      |  7  |    2     |  0  |  1  |  2  |  1  | 0  |  0  |  0  |
|   instalment   |  6  |    3     |  3  |  0  |  1  |  0  | 0  |  0  |  0  |
|      tion      | 560 |   512    | 512 |  86 | 169 | 365 | 52 | 281 | 305 |
|    deposit     |  10 |    5     |  2  |  0  |  3  |  5  | 0  |  1  |  2  |
|      re-       |  7  |    13    |  8  |  0  |  3  |  6  | 0  |  1  |  13 |
|       8        | 127 |    68    |  43 |  18 |  21 |  19 | 32 |  68 |  21 |
|    position    |  6  |    6     |  2  |  0  |  1  |  4  | 2  |  6  |  1  |
|      1979      |  6  |    2     |  0  |  1  |  1  |  2  | 0  |  1  |  0  |
|     panel      |  6  |    4     |  0  |  0  |  0  |  4  | 0  |  0  |  0  |
|       9        | 379 |   169    | 112 |  35 |  50 |  69 | 19 | 169 |  75 |
|    include     |  15 |    20    |  18 |  3  |  3  |  4  | 0  |  3  |  20 |
|     lights     |  6  |    5     |  5  |  0  |  4  |  1  | 0  |  0  |  0  |
|     light      |  10 |    9     |  9  |  0  |  4  |  6  | 0  |  2  |  3  |
|     Rules      |  7  |    11    |  11 |  0  |  0  |  3  | 0  |  3  |  6  |
|    covered     |  6  |    5     |  5  |  1  |  1  |  5  | 0  |  2  |  1  |
|      rest      |  30 |    21    |  17 |  14 |  7  |  21 | 2  |  21 |  17 |
|   determine    |  7  |    9     |  9  |  0  |  2  |  8  | 0  |  5  |  5  |
|     profit     |  13 |    15    |  9  |  1  |  14 |  2  | 3  |  15 |  13 |
|     ratio      |  68 |    36    |  36 |  12 |  18 |  26 | 4  |  14 |  23 |
|      cent      |  6  |    13    |  2  |  0  |  4  |  4  | 0  |  12 |  13 |
|     obtain     |  11 |    6     |  4  |  0  |  5  |  4  | 1  |  6  |  2  |
|      good      |  18 |    56    |  56 |  2  |  4  |  7  | 1  |  14 |  31 |
|      vide      |  27 |    65    |  64 |  7  |  23 |  16 | 9  |  39 |  65 |
|       us       | 153 |   182    | 182 |  31 |  83 | 122 | 26 | 120 |  99 |
|       SC       |  7  |    54    |  19 |  1  |  0  |  4  | 2  |  54 |  0  |
|    M.B.B.S     |  9  |    4     |  3  |  1  |  0  |  1  | 0  |  4  |  0  |
|       se       | 609 |   640    | 640 | 127 | 315 | 495 | 80 | 343 | 383 |
|     appear     |  10 |    15    |  15 |  2  |  1  |  11 | 0  |  5  |  1  |
|    backward    |  9  |    2     |  0  |  0  |  0  |  0  | 0  |  2  |  0  |
|       50       |  42 |    22    |  21 |  2  |  10 |  6  | 0  |  22 |  5  |
|    Income-     |  22 |    10    |  7  |  4  |  5  |  3  | 0  |  8  |  10 |
|      son       |  31 |    40    |  40 |  5  |  14 |  22 | 8  |  23 |  25 |
|     income     |  6  |    7     |  4  |  0  |  2  |  1  | 1  |  4  |  7  |
|      unit      |  6  |    8     |  5  |  2  |  0  |  8  | 0  |  8  |  1  |
|   registered   |  6  |    6     |  5  |  0  |  1  |  3  | 0  |  6  |  4  |
|   provision    |  13 |    46    |  23 |  5  |  2  |  19 | 2  |  10 |  46 |
|     office     |  9  |    24    |  2  |  0  |  1  |  24 | 0  |  3  |  12 |
|      4th       |  9  |    2     |  2  |  1  |  1  |  0  | 0  |  0  |  0  |
|      P.W.      |  7  |    1     |  0  |  0  |  0  |  1  | 0  |  0  |  0  |
|      on,       |  26 |    33    |  33 |  6  |  6  |  12 | 1  |  8  |  27 |
|       2)       |  14 |    26    |  15 |  5  |  3  |  8  | 2  |  12 |  26 |
|       24       |  13 |    9     |  9  |  0  |  0  |  3  | 8  |  6  |  2  |
|     assess     |  30 |    31    |  25 |  9  |  31 |  11 | 10 |  10 |  19 |
|      plea      |  9  |    5     |  1  |  0  |  5  |  2  | 0  |  2  |  1  |
|     belong     |  6  |    1     |  0  |  0  |  0  |  0  | 0  |  1  |  0  |
|     paper      |  10 |    3     |  2  |  0  |  3  |  2  | 0  |  0  |  3  |
|     amend      |  13 |    27    |  14 |  5  |  4  |  27 | 1  |  0  |  13 |
|       97       |  60 |    25    |  1  |  6  |  6  |  25 | 1  |  21 |  7  |
|     holder     |  9  |    33    |  17 |  0  |  1  |  11 | 3  |  23 |  33 |
|    Exhibit     |  9  |    0     |  0  |  0  |  0  |  0  | 0  |  0  |  0  |
|     proper     |  17 |    22    |  16 |  0  |  7  |  22 | 2  |  8  |  15 |
|      Sri       |  7  |    7     |  7  |  1  |  0  |  1  | 0  |  1  |  0  |
|    sistant     |  6  |    1     |  1  |  0  |  0  |  0  | 0  |  1  |  0  |
|    provide     |  9  |    55    |  55 |  2  |  4  |  5  | 1  |  2  |  48 |
|       J        |  66 |    42    |  21 |  3  |  25 |  17 | 1  |  42 |  13 |
|       P        | 139 |    66    |  42 |  12 |  44 |  50 | 2  |  66 |  35 |
|      thus      |  6  |    10    |  2  |  1  |  3  |  10 | 1  |  3  |  2  |
|       27       |  20 |    7     |  1  |  0  |  1  |  1  | 2  |  7  |  1  |
|      fide      |  19 |    14    |  2  |  0  |  0  |  14 | 0  |  1  |  0  |
|       /2       |  10 |    7     |  3  |  3  |  7  |  0  | 0  |  0  |  6  |
|      rent      |  17 |    12    |  7  |  2  |  12 |  6  | 0  |  5  |  5  |
|     employ     |  12 |    7     |  2  |  0  |  0  |  3  | 0  |  1  |  7  |
|       )        | 136 |   174    | 120 |  24 |  41 |  58 | 14 | 110 | 174 |
|      P.C.      |  7  |    5     |  0  |  0  |  2  |  5  | 0  |  3  |  0  |
|      call      |  14 |    10    |  6  |  4  |  3  |  4  | 0  |  10 |  8  |
|    ability     |  8  |    8     |  8  |  1  |  3  |  2  | 1  |  5  |  1  |
|     ever,      |  16 |    9     |  9  |  2  |  2  |  4  | 1  |  5  |  1  |
|     2,000      |  7  |    1     |  0  |  0  |  1  |  1  | 0  |  0  |  0  |
|    collect     |  15 |    11    |  0  |  0  |  11 |  6  | 0  |  1  |  4  |
|      est       | 121 |   108    |  86 |  39 |  45 |  53 | 29 | 108 |  60 |
|      heir      |  37 |    18    |  17 |  1  |  18 |  12 | 1  |  18 |  11 |
|       ly       | 144 |   147    | 147 |  24 |  68 | 128 | 13 | 107 |  56 |
|     event      |  6  |    10    |  10 |  1  |  1  |  3  | 1  |  1  |  1  |
|     tions      |  53 |    81    |  81 |  6  |  8  |  39 | 8  |  34 |  21 |
|      1963      |  6  |    2     |  2  |  0  |  1  |  2  | 0  |  0  |  0  |
